[0.000000] (-) TimerEvent: {}
[0.000393] (-) JobUnselected: {'identifier': 'casbot_arm_calibration_web'}
[0.000839] (-) JobUnselected: {'identifier': 'crb_ros_msg'}
[0.001118] (action_data_offset) JobQueued: {'identifier': 'action_data_offset', 'dependencies': OrderedDict()}
[0.001198] (action_data_offset) JobStarted: {'identifier': 'action_data_offset'}
[0.099355] (-) TimerEvent: {}
[0.199782] (-) TimerEvent: {}
[0.300226] (-) TimerEvent: {}
[0.400635] (-) TimerEvent: {}
[0.500986] (-) TimerEvent: {}
[0.601281] (-) TimerEvent: {}
[0.653339] (action_data_offset) Command: {'cmd': ['/usr/bin/python3', '-W', 'ignore:setup.py install is deprecated', '-W', 'ignore:easy_install command is deprecated', 'setup.py', 'develop', '--editable', '--build-directory', '/home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/build', '--no-deps', 'symlink_data', '--force'], 'cwd': '/home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset', 'env': {'GJS_DEBUG_TOPICS': 'JS ERROR;JS LOG', 'npm_config_devdir': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/node-gyp', 'LESSOPEN': '| /usr/bin/lesspipe %s', 'VSCODE_CWD': '/home/casbot', 'CURSOR_EXTENSION_HOST_ROLE': 'agent-exec', 'VSCODE_ESM_ENTRYPOINT': 'vs/workbench/api/node/extensionHostProcess', 'PUPPETEER_CACHE_DIR': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/puppeteer', 'LANGUAGE': 'zh_CN:en', 'USER': 'casbot', 'LC_TIME': 'zh_CN.UTF-8', 'VSCODE_NLS_CONFIG': '{"userLocale":"zh-cn","osLocale":"zh-cn","resolvedLanguage":"en","defaultMessagesFile":"/usr/share/cursor/resources/app/out/nls.messages.json","locale":"zh-cn","availableLanguages":{}}', 'CARGO_TARGET_DIR': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/cargo-target', 'CCACHE_DIR': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/ccache', 'VSCODE_HANDLES_UNCAUGHT_ERRORS': 'true', 'XDG_SESSION_TYPE': 'x11', 'CURSOR_RIPGREP_PATH': '/usr/share/cursor/resources/app/node_modules/@vscode/ripgrep/bin/rg', 'PIP_CACHE_DIR': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/pip', 'NUGET_PACKAGES': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/nuget', 'HOMEBREW_CACHE': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/homebrew', 'SHLVL': '1', 'LD_LIBRARY_PATH': '/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/lib', 'HOME': '/home/casbot', 'CHROME_DESKTOP': 'cursor.desktop', 'OLDPWD': '/home/casbot/action_data_offset_ws_old', 'DESKTOP_SESSION': 'ubuntu', 'VSCODE_IPC_HOOK': '/run/user/1000/vscode-79381e98-3.0.-main.sock', 'GIO_LAUNCHED_DESKTOP_FILE': '/usr/share/applications/cursor.desktop', 'ROS_PYTHON_VERSION': '3', 'GNOME_SHELL_SESSION_MODE': 'ubuntu', 'GTK_MODULES': 'gail:atk-bridge', 'CURSOR_ORIG_UID': '1000', 'LC_MONETARY': 'zh_CN.UTF-8', 'CURSOR_WORKSPACE_LABEL': 'action_data_offset_ws_old', 'MANAGERPID': '2568', 'SYSTEMD_EXEC_PID': '2908', 'NO_COLOR': '1', 'CONDA_PKGS_DIRS': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/conda', 'DBUS_SESSION_BUS_ADDRESS': 'unix:path=/run/user/1000/bus', 'GIO_LAUNCHED_DESKTOP_FILE_PID': '3150565', 'VSCODE_CRASH_REPORTER_PROCESS_TYPE': 'extensionHost', 'COMPOSER_HOME': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/composer', 'MANDATORY_PATH': '/usr/share/gconf/ubuntu.mandatory.path', 'IM_CONFIG_PHASE': '1', 'ROS_DISTRO': 'humble', 'GTK_IM_MODULE': 'fcitx', 'LOGNAME': 'casbot', 'FORCE_COLOR': '0', 'JOURNAL_STREAM': '8:14088', 'BUN_INSTALL_CACHE_DIR': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/bun', '_': '/usr/bin/colcon', 'ROS_VERSION': '2', 'PKG_CONFIG_PATH': '/usr/lib/pkgconfig:/usr/local/lib/pkgconfig', 'CURSOR_LAYOUT': 'unifiedAgent', 'GOMODCACHE': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/go-mod', 'XDG_SESSION_CLASS': 'user', 'DEFAULTS_PATH': '/usr/share/gconf/ubuntu.default.path', 'USERNAME': 'casbot', 'CP_HOME_DIR': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/cocoapods', 'TERM': 'dumb', 'GNOME_DESKTOP_SESSION_ID': 'this-is-deprecated', 'FC_FONTATIONS': '1', 'ROS_LOCALHOST_ONLY': '0', 'WINDOWPATH': '2', 'POETRY_CACHE_DIR': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/poetry', 'PATH': '/home/casbot/.local/bin:/home/casbot/.local/bin:/home/casbot/.local/bin:/opt/ros/humble/bin:/home/casbot/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin', 'SESSION_MANAGER': 'local/casbot-ThinkPad-E14-Gen-5:@/tmp/.ICE-unix/2867,unix/casbot-ThinkPad-E14-Gen-5:/tmp/.ICE-unix/2867', 'YARN_CACHE_FOLDER': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/yarn', 'INVOCATION_ID': 'dad654048a5b4c5293447f9eb4027e93', 'PAPERSIZE': 'a4', 'UV_CACHE_DIR': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/uv', 'XDG_MENU_PREFIX': 'gnome-', 'LC_ADDRESS': 'zh_CN.UTF-8', 'VSCODE_PROCESS_TITLE': 'extension-host (agent-exec) action_data_offset_ws_old [2-10]', 'PLAYWRIGHT_BROWSERS_PATH': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/playwright', 'XDG_RUNTIME_DIR': '/run/user/1000', 'BUNDLE_PATH': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/bundle', 'GDK_BACKEND': 'x11', 'CURSOR_AGENT': '1', 'DISPLAY': ':1', 'LANG': 'zh_CN.UTF-8', 'XDG_CURRENT_DESKTOP': 'ubuntu:GNOME', 'NX_CACHE_DIRECTORY': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/nx', 'LC_TELEPHONE': 'zh_CN.UTF-8', 'XMODIFIERS': '@im=fcitx', 'XDG_SESSION_DESKTOP': 'ubuntu', 'XAUTHORITY': '/run/user/1000/gdm/Xauthority', 'LS_COLORS': '', 'CYPRESS_CACHE_FOLDER': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/cypress', 'SSH_AGENT_LAUNCHER': 'gnome-keyring', 'SSH_AUTH_SOCK': '/run/user/1000/keyring/ssh', 'PNPM_STORE_PATH': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/pnpm-store', 'AMENT_PREFIX_PATH': '/opt/ros/humble', 'SHELL': '/bin/bash', 'LC_NAME': 'zh_CN.UTF-8', 'GOCACHE': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/go-build', 'QT_ACCESSIBILITY': '1', 'ELECTRON_RUN_AS_NODE': '1', 'GDMSESSION': 'ubuntu', 'LESSCLOSE': '/usr/bin/lesspipe %s %s', 'LC_MEASUREMENT': 'zh_CN.UTF-8', 'GPG_AGENT_INFO': '/run/user/1000/gnupg/S.gpg-agent:0:1', 'GJS_DEBUG_OUTPUT': 'stderr', 'LC_IDENTIFICATION': 'zh_CN.UTF-8', 'QT_IM_MODULE': 'fcitx', 'NPM_CONFIG_CACHE': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/npm', 'PWD': '/home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset', 'GRADLE_USER_HOME': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/gradle', 'LC_ALL': 'en_US.UTF-8', 'XDG_CONFIG_DIRS': '/etc/xdg/xdg-ubuntu:/etc/xdg', 'VSCODE_CODE_CACHE_PATH': '/home/casbot/.config/Cursor/CachedData/475871d112608994deb2e3065dfb7c6b0baa0c50', 'CLUTTER_IM_MODULE': 'fcitx', 'CURSOR_ORIG_GID': '1000', 'XDG_DATA_DIRS': '/usr/share/ubuntu:/usr/share/gnome:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop', 'PYTHONPATH': '/home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/prefix_override:/usr/lib/python3/dist-packages/colcon_core/task/python/colcon_distutils_commands:/home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/lib/python3.10/site-packages:/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages', 'LC_NUMERIC': 'zh_CN.UTF-8', 'TURBO_CACHE_DIR': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/turbo', 'LC_PAPER': 'zh_CN.UTF-8', 'COLCON': '1', '_ZO_DOCTOR': '0', 'GEM_SPEC_CACHE': '/tmp/cursor-sandbox-cache/922efba1720ec5463395d82c2d41b3de/gem-specs', 'VSCODE_PID': '3150565'}, 'shell': False}
[0.701352] (-) TimerEvent: {}
[0.801650] (-) TimerEvent: {}
[0.897850] (action_data_offset) StdoutLine: {'line': b'running develop\n'}
[0.901819] (-) TimerEvent: {}
[1.002039] (-) TimerEvent: {}
[1.057965] (action_data_offset) StdoutLine: {'line': b'running egg_info\n'}
[1.058119] (action_data_offset) StdoutLine: {'line': b'writing action_data_offset.egg-info/PKG-INFO\n'}
[1.058204] (action_data_offset) StdoutLine: {'line': b'writing dependency_links to action_data_offset.egg-info/dependency_links.txt\n'}
[1.058307] (action_data_offset) StdoutLine: {'line': b'writing entry points to action_data_offset.egg-info/entry_points.txt\n'}
[1.058384] (action_data_offset) StdoutLine: {'line': b'writing requirements to action_data_offset.egg-info/requires.txt\n'}
[1.058446] (action_data_offset) StdoutLine: {'line': b'writing top-level names to action_data_offset.egg-info/top_level.txt\n'}
[1.061300] (action_data_offset) StdoutLine: {'line': b"reading manifest file 'action_data_offset.egg-info/SOURCES.txt'\n"}
[1.063620] (action_data_offset) StdoutLine: {'line': b"writing manifest file 'action_data_offset.egg-info/SOURCES.txt'\n"}
[1.064524] (action_data_offset) StdoutLine: {'line': b'running build_ext\n'}
[1.064678] (action_data_offset) StdoutLine: {'line': b'Creating /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/lib/python3.10/site-packages/action-data-offset.egg-link (link to .)\n'}
[1.065411] (action_data_offset) StdoutLine: {'line': b'Installing arm_trajectory_transform script to /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/lib/action_data_offset\n'}
[1.066104] (action_data_offset) StdoutLine: {'line': b'Installing arm_trajectory_transform_jacobian script to /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/lib/action_data_offset\n'}
[1.066591] (action_data_offset) StdoutLine: {'line': b'Installing mujoco_trajectory_sim script to /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/lib/action_data_offset\n'}
[1.066763] (action_data_offset) StdoutLine: {'line': b'\n'}
[1.066922] (action_data_offset) StdoutLine: {'line': b'Installed /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset\n'}
[1.067054] (action_data_offset) StdoutLine: {'line': b'running symlink_data\n'}
[1.067179] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/resource/action_data_offset -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/ament_index/resource_index/packages\n'}
[1.067311] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/package.xml -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset\n'}
[1.067546] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/\xe4\xbd\xbf\xe7\x94\xa8\xe6\x95\x99\xe7\xa8\x8b.md -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/doc\n'}
[1.067651] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/DZQ_GuangHuiSuiYue_20260411_18_02_100HZ_offset_new_mm.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.067922] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/\xe5\x85\x89\xe8\xbe\x89\xe5\xb2\x81\xe6\x9c\x88-20260413_offset.csv -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.068039] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/DZQ_PianYi_100HZ_transform2.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.068663] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/DZQ_GuangHuiSuiYue_20260411_18_02_100HZ_offset_right.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.069005] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/DZQ_PianYi_100HZ.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.069999] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/BS_GuangHuiSuiYue_20260418_17_41_100HZ_full_offset.csv -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.070229] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/DZQ_PianYi_100HZ_transform_jacobian2.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.070706] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/DZQ_GuangHuiSuiYue_20260411_18_02_100HZ_offset_new.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.071372] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/DZQ_GuangHuiSuiYue_20260411_18_02_100HZ_offset_left_mm.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.071574] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/DZQ_YiShengYouNi_100HZ_offset2.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.072331] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/DZQ_GuangHuiSuiYue_20260411_18_02_100HZ_offset.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.072550] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/\xe5\x85\x89\xe8\xbe\x89\xe5\xb2\x81\xe6\x9c\x88-20260413.csv -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.072696] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/\xe8\xa1\xa8\xe5\xa4\xb4.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.072844] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/DZQ_PianYi_100HZ_transform.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.073336] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/DZQ_GuangHuiSuiYue_20260411_18_02_100HZ.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.073579] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/DZQ_GuangHuiSuiYue_20260411_18_02_100HZ_offset1.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.073760] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/DZQ_YiShengYouNi_100HZ.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.074076] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/DZQ_GuangHuiSuiYue_20260411_18_02_100HZ_offset_left_mm2.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.074431] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/DZQ_GuangHuiSuiYue_20260411_18_02_100HZ_offset_left.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.075002] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/BS_GuangHuiSuiYue_20260418_17_41_100HZ_full_offset2.csv -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.075320] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/DZQ_GuangHuiSuiYue_20260411_18_02_100HZ_offset_offset.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.075946] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/DZQ_GuangHuiSuiYue_20260411_18_02_100HZ_offset_46.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.076758] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/BS_GuangHuiSuiYue_20260418_17_41_100HZ_full.csv -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
[1.076948] (action_data_offset) StdoutLine: {'line': b'symbolically linking /home/casbot/action_data_offset_ws_old/action_data_offset_ws/build_x86/action_data_offset/data/DZQ_YiShengYouNi_100HZ_offset1.data -> /home/casbot/action_data_offset_ws_old/action_data_offset_ws/install_x86/share/action_data_offset/data\n'}
